"Name","Scan 00872"
"Id","71e7d374-a57a-11f1-ac89-f791b116698a"
"Version","1"
"Firstwavenumber","400"
"LastWavenumber","2300"
"Range","400 - 2300 cm-1"
"Wavelength","785"
"UserName","Default"
"CreatedDate","2026-08-31 16:27:54-04:00"
"ModifiedDate","2026-08-31 16:27:54-04:00"
"ScanNumber","00872"
"HazardLevel","Unknown"
"HazardColor","#d8d8d8"
"SampleHazardType",""
"Comment",""
"ProductId",""
"LotId",""
"BatchId",""
"Container",""
"Supplier",""
"OpName","4S"
"OpVersion","1"
"SmartAcquire","Off"
"IntTime","4.00"
"AutoInt","Off"
"Averages","3"
"LaserPower","5"
"Bdm","Off"
"SmartTipName","Intelligent UA, Bag (Position 2)"
"SmartTipSerialNumber","6075060600901977"
"LibraryMatchResult",""
"MixtureMatchResultCount",""
"SERSResult",""
"VerificationMatchResult",""
"VerificationMatchResultColor","#00ffffff"
"RescanResult",""
"RescanScanNumber",""
"RescanFinished",""
"RescanTotalFailed",""
"ContainerNumber",""
"SerialNumber","192601100702034"
"LastCalibrationDate","2025-12-01 12:10:59-05:00"
"LastSST","Pass, 2025-09-30 09:35:39-04:00"
"DeviceName","MIRA XTR DS 192601100702034"
"FoxCreek","8.0.121"
"NorthFork","1.3.0.107"
"WagonHound","8.2.51"
"Kernel","8.19"
"PackageVersion","8.0.3.60"
"SignatureLevel","Unsigned"
"Intensities","32622.91,32594.58,32538.43,32477.07,32435.42,32431.72,32453.85,32480.9,32492.79,32480.09,32441.64,32376.54,32291.09,32205.53,32141.61,32115.73,32116.2,32122.11,32113.91,32093.91,32083.05,32102.63,32156.83,32214.06,32238.29,32201.32,32118.49,32020.45,31936.72,31879.4,31845.25,31830.45,31827.13,31818.66,31787.36,31719.92,31627.24,31528.68,31442.82,31375.58,31322.02,31276.89,31235.66,31195.26,31152.81,31105.52,31050.98,30986.93,30911.63,30831.49,30759.33,30707.97,30681.16,30666.1,30648.35,30615.56,30564.63,30495.07,30407.09,30309.48,30216.85,30143.65,30093.62,30054.12,30011.19,29956.1,29899.1,29854.69,29834.99,29829.93,29817.37,29775.53,29696.97,29591.69,29470.66,29346.66,29237.53,29161.87,29133.87,29138.13,29147.1,29134.36,29094,29038.9,28982.49,28932.83,28887.28,28841.95,28794.08,28745.84,28700.87,28662.14,28625.32,28581.34,28521.35,28446.93,28373.83,28318.75,28289.47,28267.31,28228.79,28155,28058.19,27963.69,27895.46,27853.14,27814.67,27757.51,27675.79,27594.32,27541.12,27532.51,27538.13,27515.97,27430.36,27303.39,27188.72,27138.26,27154.07,27183.11,27169.82,27086.25,26966.36,26852.45,26777.82,26732.58,26693.76,26640.68,26577.75,26525.21,26502.73,26506.09,26501.29,26452.77,26345.24,26213.77,26100.92,26039.13,26008.62,25972.57,25897.99,25795.68,25705.13,25665.2,25680.89,25714.62,25726.35,25691.8,25625.05,25545.9,25471.28,25404.25,25343.47,25287.65,25235.77,25187,25140.46,25094.17,25044.88,24989.29,24929.92,24881.82,24861.63,24877.38,24900.26,24891.77,24818.96,24696.92,24565.63,24463.84,24402.92,24368.11,24343.74,24317.83,24284.76,24239.57,24178.78,24103.73,24016.7,23921.53,23831.81,23764.98,23736.66,23739.04,23747.57,23737.85,23701.83,23652.06,23602.29,23559.25,23513.73,23454.41,23374.82,23288.96,23216.11,23172.94,23155.42,23149.56,23141.64,23122.32,23085.92,23027.13,22950.34,22873.99,22817.47,22788.81,22767.56,22728.97,22655.69,22563.93,22479.37,22424.55,22396.66,22380.12,22360.06,22334.4,22311.9,22301.35,22299.75,22287.4,22243.5,22161.14,22066.38,21989.95,21952.36,21932.08,21896.81,21820.07,21717.67,21624.25,21572.06,21560.69,21565.64,21562.37,21538.29,21495.05,21435.12,21364.14,21293.81,21236.48,21198.83,21169.54,21133.74,21080.83,21022.87,20979.53,20967.47,20975.43,20976.82,20946.4,20883.35,20808.05,20741.19,20691.28,20650.41,20609.64,20566.29,20531.1,20516.43,20526.66,20539.04,20525.11,20463.55,20371.92,20281.17,20219.22,20186.97,20170.71,20156.8,20134.17,20093.91,20027.54,19938.85,19846.78,19771.06,19720.33,19682.5,19643.29,19594.42,19544.76,19506.21,19486.31,19473.08,19449.17,19400.68,19337.87,19281.36,19249.52,19235.42,19215.94,19169.15,19100.8,19042.43,19025.72,19051.82,19080.74,19069.93,18998.95,18890.58,18772.51,18669.42,18597.53,18571.45,18597.14,18643.28,18668.63,18638.95,18564.02,18471.04,18385.74,18320.04,18277.93,18262.52,18264.12,18262.85,18239.26,18192.48,18142.24,18109.1,18100.63,18104.49,18106.69,18096.58,18070.65,18026.34,17964.21,17894.24,17828.21,17775.4,17734.72,17702.29,17674.21,17646.44,17614.9,17576.31,17534.48,17496.86,17470.04,17449.13,17421.19,17373.81,17308.27,17238.59,17179.02,17135.62,17104.33,17080.46,17060.32,17041.79,17022.93,17004.88,16995.5,17003.51,17029.86,17052.81,17046.64,16995.6,16922.67,16860.22,16832.77,16824.27,16805.49,16752.12,16673.93,16595.27,16538.01,16500.31,16467.2,16424.69,16373.02,16322.54,16283.37,16257.63,16240.32,16226.15,16208.94,16181.43,16136.55,16076.01,16013.9,15965.11,15938.29,15931.02,15939.77,15956.98,15966.18,15949.77,15899.63,15833.72,15774.4,15737.14,15713.66,15690.55,15657.78,15619.94,15585.58,15561.26,15543.08,15523.57,15495.72,15455.52,15400.23,15328.31,15248.61,15175.17,15121.24,15091.39,15084.92,15100.02,15120.44,15119.49,15072.16,14985,14891.61,14825.23,14793.71,14779.32,14763.67,14739.96,14715.14,14696.67,14682.42,14657.04,14604.59,14528.01,14460.3,14436.78,14465.11,14501.98,14498.92,14435.31,14349.94,14289.03,14278.45,14294.23,14304.94,14289.01,14252.43,14206.08,14158.74,14112.71,14068.94,14028.01,13989.14,13951.23,13913.82,13879.1,13849.99,13827,13799.23,13752.43,13677.98,13597.59,13543.1,13539.29,13568.68,13598.01,13598.18,13567.79,13516.91,13456.43,13403.33,13377.36,13394.17,13435.35,13465.58,13453.48,13404.48,13343.93,13295.26,13260.79,13230.48,13195.16,13156.35,13122.34,13100.63,13087.91,13073.62,13048.3,13018.52,13002.28,13015.84,13046.55,13060.01,13023.83,12944.67,12860.17,12806.93,12790.68,12791.38,12789.15,12779.01,12769,12766.98,12770.04,12765.5,12741.29,12703.93,12677.24,12684.26,12719.15,12748.35,12738.77,12689.85,12632.96,12599.57,12594.96,12598.21,12588.04,12560.36,12528.46,12505.93,12496.2,12492.23,12486.58,12472.81,12445.54,12399.74,12337.51,12268.34,12201.79,12142.26,12088.86,12040.5,11996.86,11958.39,11925.64,11899.97,11883.59,11878.5,11880.78,11880.71,11868.78,11844.82,11817.64,11795.95,11778.28,11753.62,11711.38,11655.86,11605,11576.21,11568.96,11566.83,11553.75,11528,11500.09,11480.25,11468.5,11456.6,11436.63,11409.34,11382.14,11362.33,11352.81,11353.32,11362.81,11371.22,11362.29,11321.95,11263.3,11217.2,11211.51,11239.42,11272.95,11286.07,11274.57,11246.67,11210.75,11175.59,11150.21,11141.87,11144.17,11144.02,11130.2,11105.2,11077.63,11055.28,11040.63,11033.99,11034.37,11033.14,11018.88,10983.91,10940.34,10906.82,10896.48,10896.39,10885.98,10851.32,10806.61,10773.39,10766.02,10772.17,10773.34,10756.81,10728.8,10699.42,10674.78,10649.5,10616.18,10572.33,10527.89,10494.7,10478.89,10474,10471.9,10465.72,10454.47,10438.8,10420.45,10405.36,10400.55,10408.87,10418.88,10416.1,10392.5,10359.28,10331.13,10317.23,10312.78,10310.8,10305.12,10291.29,10265.18,10230.14,10203.32,10203.05,10232.72,10272.25,10299.78,10300.97,10271.37,10207.9,10125.26,10058.01,10039.8,10067.18,10102.21,10107.9,10079.73,10038.27,10003.67,9984.567,9982.29,9996.977,10019.47,10035.82,10034.4,10019.47,10001.86,9990.585,9984.795,9980.407,9974.103,9965.696,9955.811,9944.451,9929.667,9909.12,9882.712,9855.867,9834.806,9822.323,9814.637,9807.274,9798.66,9791.523,9788.847,9790.608,9793.293,9793.401,9791.3,9790.835,9795.694,9806.029,9819.543,9834.425,9853.631,9882.607,9925.142,9974.328,10019.09,10049.69,10062.45,10055.46,10029.81,9996.464,9968.407,9954.288,9952.49,9959.849,9968.548,9962.705,9926.199,9862.906,9802.05,9772.976,9775.159,9780.393,9761.716,9720.016,9674.916,9644.345,9630.087,9626.172,9626.68,9626.203,9619.511,9604.633,9591.457,9592.54,9612.636,9637.181,9648.811,9639.818,9618.978,9596.524,9578.202,9564.419,9554.975,9544.669,9524.179,9485.437,9433.878,9382.615,9342.662,9311.623,9282.009,9249.537,9222.646,9212.896,9223.229,9234.606,9224.757,9186.887,9140.195,9105.824,9089.803,9081.27,9069.301,9054.768,9047.33,9054.995,9070.787,9080.445,9072.975,9053.619,9032.599,9018.03,9011.707,9014.189,9022.454,9026.688,9016.644,8992.53,8967.179,8953.276,8950.165,8946.865,8933.783,8914.741,8900.082,8897.667,8903.523,8910.199,8914.2,8923.018,8945.87,8980.386,9004.704,8996.215,8959.392,8926.847,8929.028,8956.73,8975.402,8955.864,8904.535,8841.392,8784.426,8744.635,8731.434,8745.051,8767.31,8778.196,8769.086,8744.932,8711.588,8676.427,8647.896,8632.817,8626.892,8621.215,8609.095,8591.948,8573.048,8555.5,8542.081,8535.357,8532.592,8524.854,8504.059,8477.009,8460.576,8468.003,8489.121,8504.917,8502.726,8490.331,8479.563,8476.762,8478.688,8481.349,8485.368,8495.893,8516.941,8540.144,8550.344,8537.663,8517.016,8510.46,8527.549,8548.011,8547.698,8521.162,8487.001,8464.154,8455.241,8451.396,8444.793,8435.285,8425.578,8418.386,8416.451,8422.396,8431.827,8429.635,8401.29,8356.693,8325.653,8332.246,8356.69,8360.635,8322.635,8277.219,8269.983,8313.168,8364.183,8377.707,8350.659,8316.004,8303.557,8312.369,8328.175,8339.693,8345.656,8346.836,8343.309,8334.045,8318.328,8302.104,8296.708,8310.409,8330.565,8336.216,8317.236,8295.292,8297.34,8326.963,8354.984,8352.37,8323.766,8297.189,8294.851,8305.905,8308.739,8294.311,8283.051,8298.73,8339.821,8376.551,8381.343,8360.464,8338.315,8332.508,8333.991,8327.483,8308.929,8293.419,8296.987,8320.507,8352.642,8382.468,8403.671,8411.632,8403.599,8381.517,8348.194,8310.602,8280.437,8268.392,8273.847,8290.278,8310.749,8327.092,8330.949,8320.082,8301.542,8282.965,8269.312,8263.704,8268.059,8278.745,8290.523,8301.589,8316.787,8341.068,8367.695,8379.92,8365.226,8338.252,8323.591,8336.31,8369.094,8411.251,8448.193,8461.432,8436.92,8393.283,8363.143,8368.022,8399.502,8444.314,8492.662,8538.61,8576.304,8599.031,8599.686,8577.85,8552.402,8545.013,8555.172,8556.43,8525.621,8478.582,8450.074,8459.969,8484.164,8491.336,8475.317,8459.191,8463.771,8478.693,8478.872,8452.913,8427.865,8436.306,8478.727,8520.546,8531.151,8521.472,8520.447,8543.691,8573.241,8586.827,8581.914,8575.173,8581.591,8600.915,8627.174,8652.701,8666.3,8657.382,8633.279,8616.043,8623.591,8651.464,8688.398,8721.164,8733.222,8710.425,8671.104,8654.811,8686.366,8735.08,8758.124,8738.292,8691.805,8637.137,8592.414,8575.605,8592.924,8619.78,8627.709,8612.691,8593.911,8587.126,8584.315,8569.534,8538.622,8508.581,8496.938,8500.911,8504.469,8496.59,8484.462,8479.043,8485.141,8500.289,8521.467,8544.818,8566.121,8580.659,8582.705,8567.494,8546.066,8541.219,8568.123,8611.162,8647.544,8666.892,8674.551,8676.146,8672.007,8660.18,8639.681,8611.647,8577.881,8545.459,8525.303,8525.306,8541.883,8568.661,8594.037,8600.326,8574.681,8536.649,8518.085,8533.562,8565.873,8595.17,8610.464,8606.125,8583.541,8564.148,8571.508,8598.36,8609.069,8578.734,8536.548,8526.402,8558.854,8599.224,8615.111,8613.718,8619.259,8643.226,8671.894,8689.764,8694.845,8693.571,8691.748,8692.997,8700.275,8711.262,8719.065,8718.861,8714.899,8713.641,8718.626,8729.959,8746.675,8762.906,8771.07,8765.965,8746.089,8712.379,8682.213,8680.616,8713.508,8748.058,8750.362,8726.229,8705.505,8707.724,8724.667,8743.668,8752.192,8737.789,8697.045,8655.97,8644.995,8661.628,8673.144,8655.531,8624.578,8605.624,8611.055,8639.163,8682.952,8713.537,8696.442,8636.396,8587.506,8594.875,8634.404,8658.376,8649.346,8633.049,8634.396,8651.355,8671.422,8691.666,8724.29,8778.335,8830.839,8845.262,8812.51,8770.2,8755.278,8763.723,8772.709,8772.962,8779.702,8808.461,8856.473,8912.102,8960.331,8980.095,8954.22,8903.284,8866.204,8861.259,8868.391,8866.659,8861.894,8872.735,8901.014,8918.11,8897.859,8858.558,8839.081,8856.345,8889.205,8914.967,8927.441,8927.657,8915.823,8890.786,8853.962,8824.313,8827.495,8866.521,8911.357,8934.392,8937.792,8934.219,8928.74,8916.56,8895.066,8875.828,8874.45,8894.507,8926.038,8959.593,8991.011,9017.587,9038.461,9054.549,9067.783,9083.323,9106.634,9136.88,9168.243,9196.001,9218.854,9236.332,9250.796,9266.413,9283.946,9296.81,9298.238,9288.115,9269.706,9249.308,9238.179,9247.406,9283.83,9351.947,9428.988,9457.93,9404.172,9342.157,9371.605,9489.086,9594.463,9616.26,9584.469,9547.158,9531.13,9548.692,9597.25,9642.561,9651.281,9631.195,9609.7,9611.592,9657.514,9756.136,9856.224,9890.236,9864.356,9860.445,9928.229,9999.938,9991.76,9925.103,9893.328,9936.476,9979.898,9947.108,9854.64,9759.529,9695.008,9662.225,9651.13,9613.374,9495.695,9339.709,9266.834,9335.346,9437.649,9454.478,9392.092,9320.802,9282.949,9278.054,9299.433,9327.727,9340.963,9339.843,9345.253,9366.292,9379.604,9360.715,9321.213,9290.844,9281.573,9279.336,9272.245,9267.195,9275.231,9290.554,9293.692,9276.569,9257.987,9256.118,9257.356,9235.256,9200.029,9206.362,9284.444,9369.777,9384.984,9343.653,9317.12,9335.374,9355.494,9339.847,9314.659,9323.484,9356.285,9356.19,9302.127,9260.805,9296.111,9362.38,9369.815,9313.59,9285.418,9344.455,9433.808,9480.268,9466.385,9405.407,9332.531,9313.059,9384.756,9472.157,9481.084,9415.013,9340.376,9302.337,9309.503,9360.901,9427.932,9475.365,9483.631,9444.81,9373.738,9325.891,9344.581,9392.202,9409.872,9391.791,9373.471,9375.469,9387.666,9397.184,9394.771,9373.451,9344.408,9333.115,9351.385,9384.306,9416.343,9443.916,9466.885,9482.021,9483.817,9473.954,9467.083,9475.286,9492.676,9508.718,9518.929,9522.979,9517.204,9492.481,9448.322,9420.039,9445.464,9494.701,9498.38,9444.592,9400.537,9412.938,9444.025,9446.093,9430.037,9434.568,9470.889,9519.646,9560.077,9571.994,9543.111,9509.075,9520.46,9571.35,9608.203,9602.59,9575.438,9550.256,9538.361,9546.559,9567.639,9585.883,9590.805,9579.006,9553.351,9533.415,9537.415,9553.33,9557.885,9555.046,9573.02,9618.254,9654.705,9655.683,9653.682,9688.631,9719.001,9659.462,9525.951,9454.765,9522.244,9639.082,9706.633,9714.401,9682.257,9635.089,9601.059,9592.211,9597.395,9607.679,9626.02,9654.053,9670.755,9648.423,9598.01,9561.243,9556.915,9566.231,9572.716,9578.042,9587.038,9601.226,9620.419,9639.343,9648.667,9649.52,9659.767,9689.807,9721.812,9735.004,9725.885,9699.007,9675.479,9688.608,9738.637,9777.474,9771.506,9738.187,9703.983,9696.095,9737.283,9792.775,9791.405,9720.591,9639.45,9596.762,9608.271,9672.149,9729.938,9718.965,9674.238,9676.866,9725.557,9743.2,9705.942,9682.303,9715.529,9746.319,9715.492,9676.181,9710.855,9776.462,9753.347,9641.281,9574.449,9622.11,9713.12,9771.688,9763.161,9675.497,9585.741,9595.682,9664.117,9654.927,9574.729,9598.868,9781.732,9918.283,9854.67,9722.592,9687.149,9733.158,9780.881,9806.077,9820.029,9818.329,9779.484,9708.025,9655.407,9656.701,9684.754,9711.562,9762.397,9867.013,9945.153,9868.615,9682.572,9576.107,9615.254,9695.423,9744.449,9785.19,9834.897,9848.505,9782.813,9685.661,9631.434,9629.078,9650.476,9680.147,9714.197,9744.499,9756.662,9746.438,9731.963,9726.382,9716.729,9690.285,9664.544,9663.423,9679.328,9688.884,9674.778,9626.17,9582.609,9639.6,9792.154,9860.772,9750.687,9623.994,9627.91,9697.536,9731.313,9713.105,9659.423,9600.608,9571.964,9569.82,9561.163,9542.247,9542.324,9570.757,9602.946,9622.851,9640.425,9658.632,9646.158,9584.343,9547.821,9616.46,9712.731,9706.179,9614.607,9540.47,9523.992,9552.891,9596.11,9604.1,9566.548,9533.844,9537.03,9556.876,9572.089,9573.105,9558.98,9554.419,9578.382,9585.194,9521.438,9438.016,9423.797,9469.243,9508.884,9526.683,9544.725,9557.363,9530.521,9460.12,9383.021,9339.86,9372.647,9482.7,9583.037,9599.003,9523.215,9383.013,9289.079,9332.873,9426.016,9447.775,9401.672,9337.413,9302,9333.487,9390.751,9390.985,9317.455,9202.409,9094.822,9055.759,9101.791,9201.197,9306.906,9355.939,9328.466,9272.897,9241.698,9283.576,9387.519,9411.787,9281.855,9146.929,9131.539,9167.185,9182.014,9233.566,9366.134,9431.124,9284.703,9088.248,9054.103,9096.214,9046.51,8960.236,8970.374,9042.503,9068.31,9036.443,8991.271,8982.906,9055.696,9132.963,9066.079,8927.371,8949.807,9089.043,9067.872,8880.254,8779.562,8834.627,8913.091,8946.479,8949.479,8943.516,8951.97,8965.033,8930.356,8847.23,8790.642,8798.727,8845.938,8883.18,8833.522,8687.699,8552.16,8512.578,8598.709,8751.089,8761.509,8580.981,8484.389,8598.989,8702.619,8672.178,8655.108,8719.865,8715.827,8574.859,8446.71,8425.993,8442.698,8434.198,8393.327,8341.438,8343.279,8402.479,8391.624,8276.744,8235.566,8325.017,8326.113,8170.557,8125.228,8279.33,8340.638,8199.924,8129.447,8236.103,8294.227,8200.461,8090.711,8052.21,8068.714,8106.878,8122.188,8110.595,8120.137,8137.394,8073.733,7948.059,7900.397,7945.734,7966.43,7927.793,7879.331,7859.522,7890.932,7942.64,7948.037,7920.617,7922.429,7913.94,7807.34,7679.62,7673.604,7700.296,7588.697,7411.817,7330.935,7393.307,7574.419,7700.872,7618.522,7474.901,7440.325,7455.798,7437.12,7390.597,7350.395,7376.844,7458.717,7417.693,7214.307,7106.848,7186.493,7236.77,7165.481,7074.587,7012.799,6958.255,6908.399,6879.902,6873.045,6875.646,6876.668,6867.005,6846.374,6817.008,6770.283,6701.088,6641.852,6630.835,6685.021,6773.885,6743.812,6543.996,6404.872,6419.501,6375.194,6243.79,6282.42,6462.827,6449.666,6259.472,6188.646,6240.059,6246.107,6226.775,6266.709,6286.432,6195.451,6111.679,6148.081,6229.705,6257.25,6159.858,5948.185,5760.413,5668.052,5644.393,5647.189,5628.718,5580.947,5524.846,5498.805,5533.884,5574.771,5571.819,5610.43,5714.287,5661.277,5411.656,5329.164,5494.449,5572.608,5461.512,5296.814,5164.815,5106.234,5105.215,5120.833,5112.997,5063.788,5025.062,5002.947,4879.817,4691.285,4702.457,4855.861,4793.8,4589.514,4559.575,4627.291,4599.827,4563.632,4606.735,4590.249,4460.214,4393.466,4422.742,4382.573,4263.791,4182.268,4153.186,4146.283,4180.742,4271.987,4370.258,4410.243,4324.992,4157.458,4079.689,4099.255,4098.549,4084.629,4095.541,4001.666,3734.74,3551.345,3575.563,3604.199,3598.93,3715.198,3864.989,3832.304,3669.471,3523.028,3485.769,3557.239,3568.477,3463.723,3352.447,3261.074,3156.515,3095.403,3126.427,3100.646,2963.1,2975.784,3126.807,3022.714,2751.828,2721.09,2825.815,2820.344,2793.76,2836.159,2873.339,2836.956,2699.496,2553.062,2538.827,2616.568,2677.675,2613.874,2426.244,2294.197,2292.325,2371.283,2398.268,2277.292,2247.117,2438.22,2545.859,2438.499,2259.635,2126.014,2098.03,2080.658,1986.136,1889.09,1876.521,2000.847,2118.139,2004.705,1855.218,1912.183,2066.27,2162.124,2086.353,1895.933,1765.462,1765.114,1867.784,1883.548,1727.095,1523.263,1450.647,1645.24,1800.481,1662.124,1609.26,1770.22,1790.115,1617.658,1424.234,1298.785,1287.353,1398.612,1521.448,1436.67,1189.079,964.4473,882.3495,972.5891"
